year_week,category1,subtotal,quantity,構成比
2026-W13,コース&セット,115500.0,22,19.757098871022922
2026-W13,ジャパニーズカクテル,58100.0,33,9.938419432090319
2026-W13,その他,51800.0,107,8.860759493670885
2026-W13,ウイスキー（ハイボール・ボトル・オリジナル）,49000.0,34,8.381799521040028
2026-W13,ウイスキー,48500.0,31,8.296270954498802
2026-W13,オリジナルカクテル,48500.0,28,8.296270954498802
2026-W13,ワイン,33500.0,5,5.7304139582620595
2026-W13,ご飯もの,31000.0,18,5.302771125555935
2026-W13,ジャパニーズウイスキー,30800.0,17,5.268559698939446
2026-W13,スナック,20800.0,21,3.5579883681149505
2026-W13,ビール,16800.0,15,2.8737598357851524
2026-W13,カクテル,15600.0,10,2.668491276086213
2026-W13,アラカルト,15200.0,9,2.6000684228532327
2026-W13,イベント,12500.0,1,2.1382141635306193
2026-W13,ソフトドリンク,9400.0,11,1.6079370509750255
2026-W13,デザート,8100.0,7,1.3855627779678412
2026-W13,ノンアルコールカクテル,7200.0,5,1.2316113581936368
2026-W13,ワイン（グラス）,7000.0,5,1.1973999315771466
2026-W13,サラダ,3600.0,3,0.6158056790968184
2026-W13,ジン,1700.0,1,0.29079712624016424
2026-W13,未設定,0.0,9,0.0
