曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,66970.0,88542.5,-21572.5,33,14.75,18.25,2029.3939393939395,5790.443223443223,-3761.049284049284,71356.01411088911,-89795.05165667665,-18439.037545787534
火,72880.0,72687.5,192.5,14,6.75,7.25,5205.714285714285,10876.3125,-5670.598214285715,58297.34709821429,-58832.45647321429,-535.109375
水,39270.0,148220.0,-108950.0,9,15.0,-6.0,4363.333333333333,7529.925925925926,-3166.592592592593,-35679.77777777778,-37999.11111111112,-73678.8888888889
木,149710.0,70000.0,79710.0,14,14.25,-0.25,10693.57142857143,4904.218304843305,5789.353123728124,-1949.7237166768418,81774.61287265975,79824.8891559829
金,102740.0,110797.5,-8057.5,21,24.0,-3.0,4892.380952380952,4428.910958097928,463.4699942830239,-13981.937865718322,10428.074871368037,-3553.8629943502856
土,155430.0,136927.5,18502.5,30,21.0,9.0,5181.0,6549.145540796964,-1368.1455407969643,52785.65493358634,-34887.711290322586,17897.943643263752
日,43180.0,93045.0,-49865.0,9,17.75,-8.75,4797.777777777777,5018.104166666667,-220.3263888888896,-42944.483506944445,-2946.8654513888982,-45891.34895833334
