曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,89370.0,177517.5,-88147.5,30,42.75,-12.75,2979.0,3999.2462930069123,-1020.2462930069123,-44486.320117919066,-37111.458908126435,-81597.7790260455
火,125000.0,154952.5,-29952.5,21,31.5,-10.5,5952.380952380952,4538.451754385965,1413.9291979949876,-55076.871710526306,37115.64144736843,-17961.23026315788
水,123980.0,159455.0,-35475.0,27,29.0,-2.0,4591.851851851852,5439.762620444072,-847.9107685922199,-10031.614472295925,-23741.50152058216,-33773.11599287808
木,188840.0,133235.0,55605.0,38,27.25,10.75,4969.473684210527,4874.900261470985,94.57342273954146,52913.50995803813,3085.45791687754,55998.96787491567
金,77680.0,183352.5,-105672.5,34,32.0,2.0,2284.705882352941,5858.872023809524,-3574.166141456583,8143.577906162465,-117947.48266806724,-109803.90476190478
土,193850.0,216222.5,-22372.5,35,41.25,-6.25,5538.571428571428,5409.197103231536,129.3743253398925,-34211.776661884265,4932.396153583401,-29279.380508300863
日,108210.0,242927.5,-134717.5,25,44.25,-19.25,4328.4,5616.171251065778,-1287.7712510657784,-95716.4982915081,-44589.07956815258,-140305.57785966067
