曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,273900.0,193236.0,80664.0,5,12.75,-7.75,54780.0,15638.073457792209,39141.92654220779,-272870.0346489448,347384.5980620941,74514.56341314933
火,264355.0,161557.5,102797.5,11,11.25,-0.25,24032.272727272728,15198.479166666668,8833.79356060606,-4903.843986742424,98275.95336174242,93372.109375
水,52000.0,244895.0,-192895.0,0,11.5,-11.5,inf,21760.522727272728,inf,-192895.0,0.0,-192895.0
木,291220.0,177110.0,114110.0,18,8.75,9.25,16178.888888888889,26995.45138888889,-10816.562500000002,199681.32378472225,-144671.52343750003,55009.80034722222
金,99910.0,182331.25,-82421.25,5,10.0,-5.0,19982.0,19658.578296703297,323.4217032967026,-99101.44574175825,2425.6627747252696,-96675.78296703298
土,121940.0,246236.25,-124296.25,11,13.0,-2.0,11085.454545454546,20072.285714285714,-8986.831168831168,-31157.74025974026,-107841.97402597402,-138999.7142857143
日,246240.0,208455.0,37785.0,9,11.0,-2.0,27360.0,22395.653011204482,4964.346988795518,-49755.653011204486,49643.46988795518,-112.18312324930594
