business_hour,account_total,customer_count,account_id,客単価,time_bucket
16,20350.0,2,1,10175.0,その他
17,359600.0,37,11,9718.918918918918,その他
18,1968940.0,195,60,10097.128205128205,18-20時
19,1537750.0,151,38,10183.774834437087,18-20時
20,363560.0,48,16,7574.166666666667,20-22時
