曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,161620.0,202167.5,-40547.5,9,10.0,-1.0,17957.777777777777,24054.22619047619,-6096.448412698413,-21006.001984126982,-57916.259920634926,-78922.26190476191
火,194715.0,188788.75,5926.25,18,12.75,5.25,10817.5,16620.64629120879,-5803.146291208792,72025.13401442308,-89223.37422733517,-17198.24021291209
水,119065.0,186410.0,-67345.0,7,9.5,-2.5,17009.285714285714,29398.986013986014,-12389.7002997003,-58010.33966033966,-102215.02747252748,-160225.36713286713
木,220440.0,182508.75,37931.25,9,11.0,-2.0,24493.333333333332,18784.474498132586,5708.858835200746,-43277.80783146592,57088.588352007464,13810.780520541543
金,252960.0,198248.75,54711.25,16,11.5,4.5,15810.0,19138.426187782803,-3328.426187782803,78633.9589225113,-45765.86008201354,32868.09884049776
土,163110.0,213297.5,-50187.5,1,9.5,-8.5,163110.0,25262.583333333332,137847.41666666666,-800583.4791666667,723698.9375,-76884.54166666674
日,184460.0,215001.25,-30541.25,13,8.75,4.25,14189.23076923077,25970.028409090908,-11780.797639860139,85338.42575393357,-128116.17433347901,-42777.74857954544
