year_week,category1,subtotal,quantity,構成比
2026-W06,ジャパニーズカクテル,145100.0,82,28.060336491974475
2026-W06,ジャパニーズウイスキー,69300.0,30,13.401663121253144
2026-W06,その他,50300.0,124,9.727325468961515
2026-W06,ウイスキー,38700.0,22,7.484045639141365
2026-W06,オリジナルカクテル,35800.0,21,6.923225681686327
2026-W06,スナック,28400.0,24,5.4921678592148515
2026-W06,コース&セット,19500.0,3,3.771030748404564
2026-W06,ウイスキー（ハイボール・ボトル・オリジナル）,18300.0,12,3.5389673177335137
2026-W06,ビール,16600.0,13,3.2102107909495263
2026-W06,ワイン,15300.0,2,2.9588087410558885
2026-W06,ワイン（グラス）,15200.0,9,2.939470121833301
2026-W06,カクテル,12700.0,7,2.4560046412686134
2026-W06,ご飯もの,8800.0,5,1.7017984915877007
2026-W06,アラカルト,8800.0,6,1.7017984915877007
2026-W06,ソフトドリンク,8800.0,11,1.7017984915877007
2026-W06,ジン,7100.0,5,1.3730419648037129
2026-W06,日本酒,5100.0,3,0.9862695803519629
2026-W06,黒板メニュー,4800.0,2,0.9282537226842004
2026-W06,ノンアルコールカクテル,3900.0,3,0.7542061496809128
2026-W06,デザート,3600.0,3,0.6961902920131503
2026-W06,サラダ,1000.0,1,0.19338619222587508
2026-W06,未設定,0.0,8,0.0
