曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,110150.0,85066.66666666667,25083.33333333333,27,16.666666666666668,10.333333333333332,4079.6296296296296,5274.906629318394,-1195.2769996887646,48331.770671231454,-26096.881159871362,22234.889511360092
火,35950.0,107106.66666666667,-71156.66666666667,9,18.0,-9.0,3994.4444444444443,6374.722222222223,-2380.2777777777783,-46661.25000000001,-32133.750000000007,-78795.00000000001
水,41820.0,85620.0,-43800.0,6,17.666666666666668,-11.666666666666668,6970.0,4662.346256684492,2307.653743315508,-67855.35316399287,27307.235962566847,-40548.11720142602
木,97790.0,89402.5,8387.5,14,12.5,1.5,6985.0,6992.041666666667,-7.04166666666697,10482.78125,-93.30208333333735,10389.479166666662
金,157200.0,179205.0,-22005.0,23,33.0,-10.0,6834.782608695652,5430.385416666667,1404.397192028985,-61325.8401268116,39323.121376811585,-22002.718750000015
土,38390.0,130467.5,-92077.5,8,21.5,-13.5,4798.75,6166.876962560386,-1368.1269625603863,-74017.98199728261,-20179.8726977657,-94197.8546950483
日,66550.0,61542.5,5007.5,14,13.5,0.5,4753.571428571428,4560.072115384615,193.4993131868132,2328.410885989011,2660.6155563186812,4989.026442307692
