"v1200"
"商品ID","バリエーションID","削除設定 ※削除の場合のみ入力","カテゴリーID","【必須】商品名 ※49文字","商品名（レシート用） ※49文字 ・未設定の場合は商品名が印字されます。","商品名（商品入力用） ※49文字 ・未設定の場合は商品名が印字されます。","バリエーション（種別1） ※32文字","バリエーション（種別2） ※32文字","税設定 ※「外税」「内税」のいずれかを入力","適用税率 ※「標準税率」「軽減税率」「注文時に選択」「非課税」のいずれかを入力","税率別価格 ※適用税率が「注文時に選択」で税設定が「内税」の場合に「統一した価格を設定」「税率別に価格を設定」のいずれかを入力","価格設定 ※「通常」「部門打ち」「量り売り」のいずれかを入力","販売単位ID","【必須】価格 ※半角数字","価格2 ※税率別に価格を指定する場合に入力","原価 ※半角数字","商品コード ※24文字","自動発番（バーコード）※自動発番はJAN(EAN)コードで発番されます。","バーコード","ポイント付与対象 ※「対象」「対象外」のいずれかを入力","表示/非表示 ※「表示」「非表示」のいずれかを入力","レシート印字設定 ※「印字する」「印字しない」のいずれかを入力","登録番号印字設定 ※「印字する」「印字しない」のいずれかを入力","備考 ※1000文字","旧商品コード ※通常入力しません","分析タグID ※通常入力しません"
"10115","","","0001","小亀コース【4500】","小亀コース【4500】","小亀コース【4500】","","","内税","標準税率","","通常","","4500","","","","","","対象","表示","印字する","印字する","","",""
"10341","","","0001","串かめやコース【5000】","串かめやコース【5000】","串かめやコース【5000】","","","内税","標準税率","","通常","","5000","","","","","","対象","表示","印字する","印字する","","",""
"10048","","","0001","鍋かめやコース【5000】","かめやコース【5000】","かめやコース【5000】","","","内税","標準税率","","通常","","5000","","0","","","","対象","表示","印字する","印字する","","",""
"10056","","","0001","串大亀コース【6000】","大亀コース【6000】","大亀コース【6000】","","","内税","標準税率","","通常","","6000","","0","","","","対象","表示","印字する","印字する","","",""
"10342","","","0001","鍋大亀コース【6000】","鍋大亀コース【6000】","鍋大亀コース【6000】","","","内税","標準税率","","通常","","6000","","","","","","対象","表示","印字する","印字する","","",""
"10081","0002","","0001","飲み放題","飲み放題","飲み放題","飲み放題2H","","内税","標準税率","","通常","","2200","","","","","","対象","表示","印字する","印字する","","",""
"10081","0003","","0001","飲み放題","飲み放題","飲み放題","飲み放題延長1H","","内税","標準税率","","通常","","1100","","","","","","対象","表示","印字する","印字する","","",""
"10127","","","0001","キャンセル分3500","キャンセル分3500","キャンセル分3500","","","内税","標準税率","","通常","","3500","","","","","","対象","表示","印字する","印字する","","",""
"10340","","","0001","キャンセル分4500","キャンセル分4500","キャンセル分4500","","","内税","標準税率","","通常","","4500","","","","","","対象","表示","印字する","印字する","","",""
"10043","0001","","0005","フリードリンク","フリードリンク","フリードリンク","生ビール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0002","","0005","フリードリンク","フリードリンク","フリードリンク","ノンアルコールビール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0003","","0005","フリードリンク","フリードリンク","フリードリンク","レモンサワー","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0004","","0005","フリードリンク","フリードリンク","フリードリンク","グレフルサワー","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0005","","0005","フリードリンク","フリードリンク","フリードリンク","ライムサワー","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0006","","0005","フリードリンク","フリードリンク","フリードリンク","カルピスサワー","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0007","","0005","フリードリンク","フリードリンク","フリードリンク","プレーンサワー","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0008","","0005","フリードリンク","フリードリンク","フリードリンク","芋【水割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0009","","0005","フリードリンク","フリードリンク","フリードリンク","芋【ロック】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0010","","0005","フリードリンク","フリードリンク","フリードリンク","芋【ソーダ割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0011","","0005","フリードリンク","フリードリンク","フリードリンク","芋【お湯割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0012","","0005","フリードリンク","フリードリンク","フリードリンク","麦【水割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0013","","0005","フリードリンク","フリードリンク","フリードリンク","麦【ロック】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0014","","0005","フリードリンク","フリードリンク","フリードリンク","麦【ソーダ割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0015","","0005","フリードリンク","フリードリンク","フリードリンク","麦【お湯割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0016","","0005","フリードリンク","フリードリンク","フリードリンク","酎ハイ【水割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0017","","0005","フリードリンク","フリードリンク","フリードリンク","ウーロンハイ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0018","","0005","フリードリンク","フリードリンク","フリードリンク","緑茶ハイ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0019","","0005","フリードリンク","フリードリンク","フリードリンク","ジャスミンハイ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0020","","0005","フリードリンク","フリードリンク","フリードリンク","日本酒【冷酒】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0021","","0005","フリードリンク","フリードリンク","フリードリンク","日本酒【熱燗】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0022","","0005","フリードリンク","フリードリンク","フリードリンク","梅酒【ロック】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0023","","0005","フリードリンク","フリードリンク","フリードリンク","梅酒【ソーダ】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0024","","0005","フリードリンク","フリードリンク","フリードリンク","梅酒【ジンジャー】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0025","","0005","フリードリンク","フリードリンク","フリードリンク","梅酒【水割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0026","","0005","フリードリンク","フリードリンク","フリードリンク","梅酒【お湯割り】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0027","","0005","フリードリンク","フリードリンク","フリードリンク","コーラ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0028","","0005","フリードリンク","フリードリンク","フリードリンク","ジンジャーエール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0029","","0005","フリードリンク","フリードリンク","フリードリンク","カルピス","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10043","0030","","0005","フリードリンク","フリードリンク","フリードリンク","オレンジ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0001","","0005","フリードリンク2","フリードリンク2","フリードリンク2","炭酸水","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0002","","0005","フリードリンク2","フリードリンク2","フリードリンク2","緑茶","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0003","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ウーロン茶","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0004","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ジャスミン茶","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0005","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ハイボール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0006","","0005","フリードリンク2","フリードリンク2","フリードリンク2","コークハイボール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0007","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ジンジャーハイボール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0008","","0005","フリードリンク2","フリードリンク2","フリードリンク2","カシスウーロン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0009","","0005","フリードリンク2","フリードリンク2","フリードリンク2","カシスオレンジ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0010","","0005","フリードリンク2","フリードリンク2","フリードリンク2","カシスソーダ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0011","","0005","フリードリンク2","フリードリンク2","フリードリンク2","カシスカルピス","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0012","","0005","フリードリンク2","フリードリンク2","フリードリンク2","カシスコーラ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0013","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ジントニック","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0014","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ジンバック","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0015","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ジンソーダ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0016","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ウォッカオレンジ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0017","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ウォッカコーラ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0018","","0005","フリードリンク2","フリードリンク2","フリードリンク2","モスコミュール","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0019","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ピーチウーロン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0020","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ファジーネーブル","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0021","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ピーチソーダ","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0022","","0005","フリードリンク2","フリードリンク2","フリードリンク2","赤ワイン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0023","","0005","フリードリンク2","フリードリンク2","フリードリンク2","白ワイン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0024","","0005","フリードリンク2","フリードリンク2","フリードリンク2","かち割り赤ワイン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0025","","0005","フリードリンク2","フリードリンク2","フリードリンク2","かち割り白ワイン","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0026","","0005","フリードリンク2","フリードリンク2","フリードリンク2","スピリッツァー【白ワイン+ソーダ】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0027","","0005","フリードリンク2","フリードリンク2","フリードリンク2","キール【白ワイン+カシス】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0028","","0005","フリードリンク2","フリードリンク2","フリードリンク2","キティ【赤ワイン+ジンジャー】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10044","0029","","0005","フリードリンク2","フリードリンク2","フリードリンク2","ミッフィー【白ワイン+ジンジャー】","","外税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10006","","","0002","のりチーズ","のりチーズ","のりチーズ","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10007","","","0002","黒チーズ","黒チーズ","黒チーズ","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10008","","","0002","アスパラ肉巻き","アスパラ肉巻き","アスパラ肉巻き","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10009","","","0002","えのき肉巻き","えのき肉巻き","えのき肉巻き","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10012","","","0002","椎茸肉巻き","椎茸肉巻き","椎茸肉巻き","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10013","","","0002","えびしそチーズおろしポン酢","えびしそチーズおろしポン酢","えびしそチーズおろしポン酢","","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10014","","","0002","ミニトマト肉巻き","ミニトマト肉巻き","ミニトマト肉巻き","","","内税","標準税率","","通常","","286","","","","","","対象","表示","印字する","印字する","","",""
"10015","","","0002","うずら肉巻き串","うずら肉巻き串","うずら肉巻き串","","","内税","標準税率","","通常","","275","","","","","","対象","表示","印字する","印字する","","",""
"10016","","","0002","つくね","つくね","つくね","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10078","","","0002","オクラ","オクラ","オクラ","","","外税","標準税率","","通常","","280","","","","","","対象","非表示","印字する","印字する","","",""
"10086","","","0002","豚巻き串","豚巻き串","豚巻き串","","","外税","標準税率","","通常","","180","","","","","","対象","非表示","印字する","印字する","","",""
"10087","","","0002","豚しそ巻き","豚しそ巻き","豚しそ巻き","","","内税","標準税率","","通常","","286","","","","","","対象","表示","印字する","印字する","","",""
"10100","","","0002","お食事","お食事","お食事","","","内税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10112","","","0002","豚串","豚串","豚串","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10118","","","0002","ベーコン串","ベーコン串","ベーコン串","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10176","0001","","0002","レタス巻き","レタス巻き","レタス巻き","レタス巻き","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10176","0002","","0002","レタス巻き","レタス巻き","レタス巻き","レタスチーズ炙り","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10176","0003","","0002","レタス巻き","レタス巻き","レタス巻き","レタス明太マヨ","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10179","","","0002","紅生姜巻き","紅生姜巻き","紅生姜巻き","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10180","","","0002","豆苗しゃぶ串","豆苗しゃぶ串","豆苗しゃぶ串","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10181","","","0002","お好み焼き串","お好み焼き串","お好み焼き串","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10200","","","0002","揚げのりチーズ","揚げのりチーズ","揚げのりチーズ","","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10245","","","0002","さつまいも串","さつまいも串","さつまいも串","","","外税","標準税率","","通常","","280","","","","","","対象","非表示","印字する","印字する","","",""
"10256","0001","","0002","焼き鳥【皮】","焼き鳥【皮】","焼き鳥【皮】","タレ","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10256","0002","","0002","焼き鳥【皮】","焼き鳥【皮】","焼き鳥【皮】","塩","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10257","0001","","0002","焼き鳥【もも】","焼き鳥【もも】","焼き鳥【もも】","タレ","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10257","0002","","0002","焼き鳥【もも】","焼き鳥【もも】","焼き鳥【もも】","塩","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10269","","","0002","焼きそば串","焼きそば串","焼きそば串","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10270","","","0002","なると明太","なると明太","なると明太","","","外税","標準税率","","通常","","280","","","","","","対象","非表示","印字する","印字する","","",""
"10292","","","0002","万能ネギのしゃぶ串","万能ネギのしゃぶ串","万能ネギのしゃぶ串","","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10294","","","0002","焼き鳥【せせり】塩","焼き鳥【せせり】","焼き鳥【せせり】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10295","0001","","0002","焼き鳥【ぼんじり】","焼き鳥【ぼんじり】","焼き鳥【ぼんじり】","タレ","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10295","0002","","0002","焼き鳥【ぼんじり】","焼き鳥【ぼんじり】","焼き鳥【ぼんじり】","塩","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10296","","","0002","焼き鳥【砂肝】","焼き鳥【砂肝】","焼き鳥【砂肝】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10297","0001","","0002","焼き鳥【レバー】","焼き鳥【レバー】","焼き鳥【レバー】","タレ","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10297","0002","","0002","焼き鳥【レバー】","焼き鳥【レバー】","焼き鳥【レバー】","塩","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10298","","","0002","焼き鳥【ささみ】","焼き鳥【ささみ】","焼き鳥【ささみ】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10299","","","0002","ししとう明太マヨ","ししとう明太マヨ","ししとう明太マヨ","","","外税","標準税率","","通常","","280","","","","","","対象","非表示","印字する","印字する","","",""
"10315","","","0002","焼き鳥【軟骨】","焼き鳥【軟骨】","焼き鳥【軟骨】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10317","","","0002","エビマヨ串","エビマヨ串","エビマヨ串","","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10318","","","0002","エビチリ串","エビチリ串","エビチリ串","","","内税","標準税率","","通常","","365","","","","","","対象","表示","印字する","印字する","","",""
"10330","","","0002","ズッキーニバジルチーズ","ズッキーニバジルチーズ","ズッキーニバジルチーズ","","","内税","標準税率","","通常","","330","","","","","","対象","非表示","印字する","印字する","","",""
"10057","","","0006","枝豆","枝豆","枝豆","","","内税","標準税率","","通常","","418","","","","","","対象","表示","印字する","印字する","","",""
"10058","","","0006","たこわさ","たこわさ","たこわさ","","","内税","標準税率","","通常","","495","","","","","","対象","表示","印字する","印字する","","",""
"10059","","","0006","梅水晶","梅水晶","梅水晶","","","内税","標準税率","","通常","","528","","","","","","対象","表示","印字する","印字する","","",""
"10060","","","0006","冷奴","冷奴","冷奴","","","内税","標準税率","","通常","","418","","","","","","対象","表示","印字する","印字する","","",""
"10061","","","0006","いぶりがっこ","いぶりがっこ","いぶりがっこ","","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10062","","","0006","たたききゅうり","たたききゅうり","たたききゅうり","","","内税","標準税率","","通常","","495","","","","","","対象","表示","印字する","印字する","","",""
"10063","","","0006","記憶に残るポテトサラダ","記憶に残るポテトサラダ","記憶に残るポテトサラダ","","","内税","標準税率","","通常","","748","","","","","","対象","表示","印字する","印字する","","",""
"10064","","","0006","ニラのおひたし","ニラのおひたし","ニラのおひたし","","","内税","標準税率","","通常","","528","","","","","","対象","表示","印字する","印字する","","",""
"10065","","","0006","冷やしトマト","冷やしトマト","冷やしトマト","","","外税","標準税率","","通常","","680","","","","","","対象","非表示","印字する","印字する","","",""
"10066","","","0006","漬物盛り合わせ","漬物盛り合わせ","漬物盛り合わせ","","","内税","標準税率","","通常","","628","","","","","","対象","表示","印字する","印字する","","",""
"10067","","","0006","だし巻き","だし巻き","だし巻き","","","外税","標準税率","","通常","","580","","","","","","対象","非表示","印字する","印字する","","",""
"10068","","","0006","茄子の揚げ浸し","茄子の揚げ浸し","茄子の揚げ浸し","","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10069","","","0006","イカの一夜干し","イカの一夜干し","イカの一夜干し","","","内税","標準税率","","通常","","858","","","","","","対象","表示","印字する","印字する","","",""
"10071","","","0006","軟骨唐揚げ","軟骨唐揚げ","軟骨唐揚げ","","","内税","標準税率","","通常","","628","","","","","","対象","表示","印字する","印字する","","",""
"10072","","","0006","鶏唐揚げ","鶏唐揚げ","鶏唐揚げ","","","内税","標準税率","","通常","","748","","","","","","対象","表示","印字する","印字する","","",""
"10094","","","0006","すまし汁","すまし汁","すまし汁","","","内税","標準税率","","通常","","220","","","","","","対象","表示","印字する","印字する","","",""
"10095","","","0006","焼きおにぎり","焼きおにぎり","焼きおにぎり","","","内税","標準税率","","通常","","418","","","","","","対象","表示","印字する","印字する","","",""
"10099","","","0006","お食事","お食事","お食事","","","内税","標準税率","","通常","","0","","","","","","対象","表示","印字する","印字する","","",""
"10102","","","0006","ニラ玉","ニラ玉","ニラ玉","","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10108","","","0006","イモフライ","イモフライ","イモフライ","","","内税","標準税率","","通常","","418","","","","","","対象","表示","印字する","印字する","","",""
"10117","","","0006","ししゃも","ししゃも","ししゃも","","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10125","","","0006","きつね納豆","きつね納豆","きつね納豆","","","内税","標準税率","","通常","","528","","","","","","対象","表示","印字する","印字する","","",""
"10195","","","0006","ピリ辛メンマ","ピリ辛メンマ","ピリ辛メンマ","","","内税","標準税率","","通常","","528","","","","","","対象","表示","印字する","印字する","","",""
"10197","","","0006","わさびと食べる紅生姜のだし巻き","わさびと食べる紅生姜のだし巻き","わさびと食べる紅生姜のだし巻き","","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10198","","","0006","チーズの西京焼き","チーズの西京焼き","チーズの西京焼き","","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10199","","","0006","きつねピザ","きつねピザ","きつねピザ","","","外税","標準税率","","通常","","480","","","","","","対象","非表示","印字する","印字する","","",""
"10249","0001","","0006","シャカシャカポテト","シャカシャカポテト","シャカシャカポテト","バーベキュー","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10249","0002","","0006","シャカシャカポテト","シャカシャカポテト","シャカシャカポテト","チリガーリック","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10249","0003","","0006","シャカシャカポテト","シャカシャカポテト","シャカシャカポテト","バター醤油","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10249","0004","","0006","シャカシャカポテト","シャカシャカポテト","シャカシャカポテト","コンソメ","","内税","標準税率","","通常","","638","","","","","","対象","表示","印字する","印字する","","",""
"10259","0001","","0006","2倍シャカシャカポテト","2倍シャカシャカポテト","2倍シャカシャカポテト","コンソメ","","内税","標準税率","","通常","","1078","","","","","","対象","表示","印字する","印字する","","",""
"10259","0002","","0006","2倍シャカシャカポテト","2倍シャカシャカポテト","2倍シャカシャカポテト","バター醤油","","内税","標準税率","","通常","","1078","","","","","","対象","表示","印字する","印字する","","",""
"10259","0003","","0006","2倍シャカシャカポテト","2倍シャカシャカポテト","2倍シャカシャカポテト","チリガーリック","","内税","標準税率","","通常","","1078","","","","","","対象","表示","印字する","印字する","","",""
"10259","0004","","0006","2倍シャカシャカポテト","2倍シャカシャカポテト","2倍シャカシャカポテト","バーベキュー","","内税","標準税率","","通常","","1078","","","","","","対象","表示","印字する","印字する","","",""
"10262","","","0006","揚げ餃子","揚げ餃子","揚げ餃子","","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10263","","","0006","タコのネギだく","タコのネギだく","タコのネギだく","","","内税","標準税率","","通常","","748","","","","","","対象","表示","印字する","印字する","","",""
"10264","","","0006","ネギトロユッケ","ネギトロユッケ","ネギトロユッケ","","","内税","標準税率","","通常","","748","","","","","","対象","表示","印字する","印字する","","",""
"10265","","","0006","アボカドサーモン","アボカドサーモン","アボカドサーモン","","","内税","標準税率","","通常","","825","","","","","","対象","表示","印字する","印字する","","",""
"10266","","","0006","たこ焼き","たこ焼き","たこ焼き","","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10267","","","0006","無限ゴボウフライ","無限ゴボウフライ","無限ゴボウフライ","","","内税","標準税率","","通常","","628","","","","","","対象","表示","印字する","印字する","","",""
"10268","","","0006","葉生姜ポークジンジャー4本","葉生姜ポークジンジャー4本","葉生姜ポークジンジャー4本","","","外税","標準税率","","通常","","600","","","","","","対象","非表示","印字する","印字する","","",""
"10271","","","0006","丸ごとガリトマト","丸ごとガリトマト","丸ごとガリトマト","","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10272","","","0006","炙り明太子","炙り明太子","炙り明太子","","","内税","標準税率","","通常","","748","","","","","","対象","表示","印字する","印字する","","",""
"10276","","","0006","くらげポン酢","くらげポン酢","くらげポン酢","","","外税","標準税率","","通常","","580","","","","","","対象","非表示","印字する","印字する","","",""
"10293","","","0006","イカゲソ唐揚げ","イカゲソ唐揚げ","イカゲソ唐揚げ","","","外税","標準税率","","通常","","580","","","","","","対象","非表示","印字する","印字する","","",""
"10313","","","0006","よだれ鶏","よだれ鶏","よだれ鶏","","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10314","","","0006","豚足","豚足","豚足","","","外税","標準税率","","通常","","600","","","","","","対象","非表示","印字する","印字する","","",""
"10332","","","0006","桃色片想いのチキン南蛮","桃色片想いのチキン南蛮","桃色片想いのチキン南蛮","","","内税","標準税率","","通常","","858","","","","","","対象","表示","印字する","印字する","","",""
"10336","","","0006","肉野菜炒め","肉野菜炒め","肉野菜炒め","","","内税","標準税率","","通常","","825","","","","","","対象","表示","印字する","印字する","","",""
"10085","0001","","0009","お通し","お通し","お通し","男性","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10085","0002","","0009","お通し","お通し","お通し","女性","","内税","標準税率","","通常","","330","","","","","","対象","表示","印字する","印字する","","",""
"10019","0001","","0003","角ハイボール","角ハイボール","角ハイボール","角ハイボール","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10019","0004","","0003","角ハイボール","角ハイボール","角ハイボール","濃いめ","","内税","標準税率","","通常","","770","","","","","","対象","表示","印字する","印字する","","",""
"10019","0005","","0003","角ハイボール","角ハイボール","角ハイボール","メガ角ハイボール","","内税","標準税率","","通常","","900","","","","","","対象","表示","印字する","印字する","","",""
"10019","0006","","0003","角ハイボール","角ハイボール","角ハイボール","メガ角ハイボール濃いめ","","内税","標準税率","","通常","","1000","","","","","","対象","表示","印字する","印字する","","",""
"10020","0001","","0003","かめやハイボール","かめやハイボール","かめやハイボール","かめやハイボール","","内税","標準税率","","通常","","550","","","","","","対象","表示","印字する","印字する","","",""
"10020","0002","","0003","かめやハイボール","かめやハイボール","かめやハイボール","濃いめ","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
