"v1200"
"商品ID","バリエーションID","削除設定 ※削除の場合のみ入力","カテゴリーID","【必須】商品名 ※49文字","商品名（レシート用） ※49文字 ・未設定の場合は商品名が印字されます。","商品名（商品入力用） ※49文字 ・未設定の場合は商品名が印字されます。","バリエーション（種別1） ※32文字","バリエーション（種別2） ※32文字","税設定 ※「外税」「内税」のいずれかを入力","適用税率 ※「標準税率」「軽減税率」「注文時に選択」「非課税」のいずれかを入力","税率別価格 ※適用税率が「注文時に選択」で税設定が「内税」の場合に「統一した価格を設定」「税率別に価格を設定」のいずれかを入力","価格設定 ※「通常」「部門打ち」「量り売り」のいずれかを入力","販売単位ID","【必須】価格 ※半角数字","価格2 ※税率別に価格を指定する場合に入力","原価 ※半角数字","商品コード ※24文字","自動発番（バーコード）※自動発番はJAN(EAN)コードで発番されます。","バーコード","ポイント付与対象 ※「対象」「対象外」のいずれかを入力","表示/非表示 ※「表示」「非表示」のいずれかを入力","レシート印字設定 ※「印字する」「印字しない」のいずれかを入力","登録番号印字設定 ※「印字する」「印字しない」のいずれかを入力","備考 ※1000文字","旧商品コード ※通常入力しません","分析タグID ※通常入力しません"
"10183","0002","","0017","吉野物語","吉野物語","吉野物語","いちご【水割り】","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10183","0003","","0017","吉野物語","吉野物語","吉野物語","いちご【ロック】","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10183","0004","","0017","吉野物語","吉野物語","吉野物語","夏みかん【ソーダ割り】","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10183","0005","","0017","吉野物語","吉野物語","吉野物語","夏みかん【水割り】","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10183","0006","","0017","吉野物語","吉野物語","吉野物語","夏みかん【ロック】","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10183","0007","","0017","吉野物語","吉野物語","吉野物語","りんご【ソーダ割り】","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10183","0008","","0017","吉野物語","吉野物語","吉野物語","りんご【水割り】","","内税","標準税率","","通常","","660","","","","","","対象","表示","印字する","印字する","","",""
"10183","0009","","0017","吉野物語","吉野物語","吉野物語","りんご【ロック】","","内税","標準税率","","通常","","715","","","","","","対象","表示","印字する","印字する","","",""
"10204","","","0018","生ビール","生ビール","生ビール","","","外税","標準税率","","通常","","300","","","","","","対象","非表示","印字する","印字する","","",""
"10205","","","0018","こだわり酒場のレモンサワー","こだわり酒場のレモンサワー","こだわり酒場のレモンサワー","","","外税","標準税率","","通常","","300","","","","","","対象","非表示","印字する","印字する","","",""
"10206","","","0018","緑茶ハイ","緑茶ハイ","緑茶ハイ","","","外税","標準税率","","通常","","200","","","","","","対象","非表示","印字する","印字する","","",""
"10207","","","0018","ウーロンハイ","ウーロンハイ","ウーロンハイ","","","外税","標準税率","","通常","","200","","","","","","対象","非表示","印字する","印字する","","",""
"10208","","","0018","ジャスミンハイ","ジャスミンハイ","ジャスミンハイ","","","外税","標準税率","","通常","","250","","","","","","対象","非表示","印字する","印字する","","",""
"10209","","","0018","かめやハイボール","かめやハイボール","かめやハイボール","","","外税","標準税率","","通常","","200","","","","","","対象","非表示","印字する","印字する","","",""
"10210","","","0018","角ハイボール","角ハイボール","角ハイボール","","","外税","標準税率","","通常","","300","","","","","","対象","非表示","印字する","印字する","","",""
"10307","","","0019","煮込み【ホルモン】","煮込み【ホルモン】","煮込み【ホルモン】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10308","","","0019","煮込み【こんにゃく】","煮込み【こんにゃく】","煮込み【こんにゃく】","","","外税","標準税率","","通常","","150","","","","","","対象","非表示","印字する","印字する","","",""
"10309","","","0019","煮込み【豆腐】","煮込み【豆腐】","煮込み【豆腐】","","","外税","標準税率","","通常","","180","","","","","","対象","非表示","印字する","印字する","","",""
"10310","","","0019","煮込み【牛すじ】","煮込み【牛すじ】","煮込み【牛すじ】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10311","","","0019","煮込み【豚串】","煮込み【豚串】","煮込み【豚串】","","","内税","標準税率","","通常","","308","","","","","","対象","表示","印字する","印字する","","",""
"10312","","","0019","煮込み【たまご】","煮込み【たまご】","煮込み【たまご】","","","外税","標準税率","","通常","","150","","","","","","対象","非表示","印字する","印字する","","",""
"10144","","","","鍋大亀コース【6000】","女子会コース","女子会コース","","","外税","標準税率","","通常","","6000","","0","","","","対象","表示","印字する","印字する","","",""
"10145","","","","串かめやコース【5000】","小亀コース【4500】","小亀コース【4500】","","","外税","標準税率","","通常","","5000","","0","","","","対象","表示","印字する","印字する","","",""
"10146","","","","飲み放題","飲み放題","飲み放題","","","外税","標準税率","","通常","","2200","","0","","","","対象","表示","印字する","印字する","","",""
