year_week,category1,subtotal,quantity,構成比
2026-W21,ワイン,383000.0,11,24.315916449749224
2026-W21,コース&セット,366500.0,78,23.268363913402325
2026-W21,ボトル購入,180000.0,1,11.427845851057075
2026-W21,その他,97200.0,136,6.17103675957082
2026-W21,ウイスキー,74600.0,33,4.7362072249380995
2026-W21,NEW CLASSIC COCKTAIL,70200.0,46,4.456859881912259
2026-W21,ウイスキー（ハイボール・ボトル・オリジナル）,60700.0,41,3.853723573106469
2026-W21,JAPANESE COCKTAIL,58900.0,31,3.739445114595899
2026-W21,ジャパニーズウイスキー,39800.0,21,2.526823693733731
2026-W21,FRUITS COCKTAIL,30000.0,20,1.9046409751761793
2026-W21,DESSERT COCKTAIL,28500.0,19,1.8094089264173705
2026-W21,未設定,28000.0,32,1.7776649101644342
2026-W21,COLD APPETIZERS,24300.0,19,1.542759189892705
2026-W21,HOT APPETIZERS,24000.0,18,1.5237127801409436
2026-W21,ジン,20600.0,14,1.3078534696209765
2026-W21,ビール,15800.0,14,1.0031109135927878
2026-W21,ワイン（グラス）,13600.0,10,0.863437242079868
2026-W21,BAR SNACKS ,12500.0,18,0.7936004063234081
2026-W21,カクテル,12400.0,7,0.7872516030728207
2026-W21,ソフトドリンク,10400.0,13,0.6602755380610755
2026-W21,MAIN DISHES,6300.0,3,0.39997460478699765
2026-W21,STANDARD COCKTAIL,6000.0,5,0.3809281950352359
2026-W21,日本酒,3400.0,2,0.215859310519967
2026-W21,ドリンク,2400.0,2,0.15237127801409434
2026-W21,DESSERT,2400.0,2,0.15237127801409434
2026-W21,ジャパニーズカクテル,1800.0,1,0.11427845851057075
2026-W21,黒板メニュー,1800.0,1,0.11427845851057075
