year_week,category1,subtotal,quantity,構成比
2026-W12,コース&セット,371500.0,55,36.52900688298919
2026-W12,ウイスキー（ハイボール・ボトル・オリジナル）,74000.0,54,7.27630285152409
2026-W12,その他,73200.0,152,7.1976401179941005
2026-W12,ジャパニーズカクテル,70100.0,38,6.892822025565389
2026-W12,ウイスキー,51750.0,33,5.0884955752212395
2026-W12,オリジナルカクテル,46300.0,27,4.55260570304818
2026-W12,カクテル,44900.0,27,4.414945919370698
2026-W12,ビール,42800.0,35,4.208456243854474
2026-W12,ワイン（グラス）,36700.0,20,3.608652900688299
2026-W12,スナック,36600.0,33,3.5988200589970503
2026-W12,ジャパニーズウイスキー,32300.0,16,3.1760078662733533
2026-W12,アラカルト,25900.0,18,2.5467059980334317
2026-W12,ご飯もの,23200.0,13,2.281219272369715
2026-W12,ジン,19600.0,12,1.9272369714847593
2026-W12,ソフトドリンク,18400.0,23,1.809242871189774
2026-W12,ワイン,16800.0,2,1.6519174041297935
2026-W12,デザート,13650.0,11,1.3421828908554572
2026-W12,黒板メニュー,7800.0,3,0.7669616519174041
2026-W12,サラダ,5200.0,4,0.5113077679449362
2026-W12,ノンアルコールカクテル,3900.0,3,0.38348082595870203
2026-W12,ドリンク,2400.0,2,0.2359882005899705
2026-W12,未設定,0.0,24,0.0
