rank,menu_name,sales,quantity,overall_ratio,category_ratio
1,ウーロン茶,1600.0,2,0.34,21.05
2,コーラ,1600.0,2,0.34,21.05
3,コーヒー,1000.0,1,0.21,13.16
4,紅茶,1000.0,1,0.21,13.16
5,ジンジャーエール,800.0,1,0.17,10.53
6,ソフトドリンク,800.0,1,0.17,10.53
7,フィーバーツリーソーダ,800.0,1,0.17,10.53
