year_week,category1,subtotal,quantity,構成比
2026-W03,コース&セット,131000.0,26,16.717713118938235
2026-W03,ジャパニーズカクテル,71000.0,44,9.060745278203166
2026-W03,未設定,56000.0,27,7.146503318019398
2026-W03,ワイン（グラス）,49600.0,33,6.329760081674324
2026-W03,ビール,45900.0,40,5.857580398162328
2026-W03,スナック,45400.0,41,5.793772332822869
2026-W03,その他,43400.0,94,5.538540071465033
2026-W03,ワイン,41700.0,5,5.321592649310873
2026-W03,アラカルト,39600.0,30,5.053598774885145
2026-W03,ウイスキー,37200.0,22,4.747320061255743
2026-W03,ウイスキー（ハイボール・ボトル・オリジナル）,33600.0,16,4.287901990811639
2026-W03,オリジナルカクテル,32200.0,21,4.109239407861153
2026-W03,ご飯もの,30200.0,21,3.854007146503318
2026-W03,黒板メニュー,29400.0,13,3.7519142419601836
2026-W03,ジン,17100.0,11,2.1822358346094948
2026-W03,カクテル,15200.0,11,1.9397651863195506
2026-W03,ソフトドリンク,14200.0,17,1.8121490556406332
2026-W03,ジャパニーズウイスキー,12200.0,5,1.5569167942827973
2026-W03,デザート,9600.0,9,1.2251148545176112
2026-W03,ドリンク,8400.0,7,1.0719754977029097
2026-W03,テキーラ,6800.0,4,0.8677896886166412
2026-W03,ノンアルコールカクテル,5200.0,5,0.6636038795303726
2026-W03,サラダ,4200.0,3,0.5359877488514548
2026-W03,ブランデー,1800.0,1,0.22970903522205208
2026-W03,日本酒,1700.0,1,0.2169474221541603
2026-W03,イベント,1000.0,1,0.1276161306789178
2026-W03,ウォッカ,0.0,1,0.0
