segment,label,days,avg_sales,std_sales,avg_customers,avg_unit_price
Before_Lunch,3月以前・ランチ,410,84395.14634146342,31454.580716050586,79.81951219512194,1059.0640307921142
Before_Dinner,3月以前・ディナー,408,69548.19607843137,23869.544133905783,60.615196078431374,1155.0298929805629
After_Lunch,4月以降・ランチ,251,165008.406374502,41417.660550183165,113.14741035856574,1477.5487225661266
After_Dinner,4月以降・ディナー,251,174840.59760956175,40085.028257959784,109.23505976095618,1611.9478819695978
