year_week,category1,subtotal,quantity,構成比
2026-W05,しゃぶしゃぶ,63000.0,15,24.67588421918452
2026-W05,ビール・ノンアルコール,31750.0,40,12.435862285065214
2026-W05,前菜・一品,31530.0,24,12.349692530649016
2026-W05,温菜・揚げ物,31470.0,19,12.326191688535506
2026-W05,日本酒,19520.0,7,7.645607300928284
2026-W05,ウィスキー・ジン・リキュール,18070.0,22,7.077670283185148
2026-W05,飯物・〆,17390.0,12,6.8113274058987106
2026-W05,ソフトドリンク,13740.0,24,5.3816928439935765
2026-W05,プレミア限定酒（日本酒）,9600.0,3,3.760134738161451
2026-W05,ワイン,9560.0,7,3.7444675100857783
2026-W05,サワー,5160.0,6,2.02107242176178
2026-W05,果実酒,2920.0,3,1.143707649524108
2026-W05,お茶割り,1600.0,2,0.6266891230269084
2026-W05,別天地コース,0.0,698,0.0
2026-W05,サービス,0.0,12,0.0
2026-W05,松・飲み放題（コース内）,0.0,225,0.0
2026-W05,しゃぶしゃぶセット,0.0,9,0.0
