曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,105730.0,126920.0,-21190.0,32,29.75,2.25,3304.0625,4175.1918875927895,-871.1293875927895,8414.161186041889,-26896.119841927375,-18481.958655885486
火,103250.0,172362.5,-69112.5,36,32.0,4.0,2868.0555555555557,5665.820986289253,-2797.765430733697,17067.75308368962,-95124.0246449457,-78056.27156125609
水,108470.0,226502.5,-118032.5,22,39.25,-17.25,4930.454545454545,5612.624897301916,-682.1703518473705,-90934.06019377448,-20891.46702532572,-111825.5272191002
木,89490.0,201657.5,-112167.5,29,34.75,-5.75,3085.862068965517,5911.349813223679,-2825.487744258162,-25866.984161293938,-90062.42184822891,-115929.40600952285
金,199700.0,172182.5,27517.5,45,33.75,11.25,4437.777777777777,4821.307026143791,-383.52924836601323,52082.35202205882,-15101.464154411771,36980.88786764705
土,300760.0,229975.0,70785.0,39,46.75,-7.75,7711.794871794872,4843.2752100840335,2868.5196617108386,-48650.89656728075,122987.7804958522,74336.88392857145
日,170490.0,203040.0,-32550.0,32,42.25,-10.25,5327.8125,4681.635984848484,646.1765151515156,-51298.423484848485,23989.303125000017,-27309.120359848468
