H.伝票番号,H.曜日,H.伝票発行日,H.テーブル番号,H.客数（合計）,H.小計,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.帳票集計対象商品,D.商品,D.価格,D.数量,D.オーダー担当者,D.オーダー日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,15,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 18:32:45,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,16,ドリンク,サワー,Yes,00000000118:すりおろし白桃サワー,450,1,0102:店長,2025/08/20 19:01:30,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,17,ドリンク,ソフトドリンク,Yes,00000000168:オレンジジュース,350,1,0102:店長,2025/08/20 19:01:30,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,18,ドリンク,日本酒,Yes,00000000124:八海山,780,1,0102:店長,2025/08/20 19:01:30,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,19,フード,サラダ,Yes,00000000428:パリパリチーズ,600,1,0101:オーナー,2025/08/20 19:42:19,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,20,フード,サラダ,Yes,00000000223:いぶりがっことクリームチーズ,680,1,0101:オーナー,2025/08/20 19:42:19,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,21,ドリンク,ソフトドリンク,Yes,00000000166:コーラ,350,1,0101:オーナー,2025/08/20 19:42:19,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,22,ドリンク,梅酒,Yes,00000000131:すっきり梅酒,450,1,0101:オーナー,2025/08/20 19:42:19,, ,20:配膳済
No:202500100002779,水,2025/08/20 17:58:49,000000010:T10,4,12921,23,ドリンク,梅酒,Yes,00000000131:すっきり梅酒,450,1,0101:オーナー,2025/08/20 19:42:19,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:00:12,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:00:12,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:00:12,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,4,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:00:12,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,5,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 18:01:43,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,6,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 18:01:43,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,7,ドリンク,ソフトドリンク,Yes,00000000167:ジンジャーエール,350,1,0101:オーナー,2025/08/20 18:01:43,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,8,ドリンク,ソフトドリンク,Yes,00000000167:ジンジャーエール,350,1,0101:オーナー,2025/08/20 18:01:43,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,9,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,780,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,10,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,890,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,11,フード,サラダ,Yes,00000000363:エビマヨ,880,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,12,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,13,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,14,フード,逸品料理,Yes,00000000422:シユマイ,680,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,15,フード,サラダ,Yes,00000000462:砂肝と胡瓜の和物,590,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,16,フード,サラダ,Yes,00000000428:パリパリチーズ,600,1,0101:オーナー,2025/08/20 18:07:44,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,17,ドリンク,ビール,Yes,00000000229:ザ・プレミアム・モルツ,700,1,0102:店長,2025/08/20 18:20:31,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,18,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 18:42:47,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,19,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 18:42:47,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,20,ドリンク,ビール,Yes,00000000099:アサヒスーパードライ中瓶,700,1,0101:オーナー,2025/08/20 19:09:13,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,21,ドリンク,ソフトドリンク,Yes,00000000162:黒烏龍茶ホット,350,1,0102:店長,2025/08/20 19:43:23,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,22,ドリンク,ソフトドリンク,Yes,00000000163:緑茶アイス,350,1,0102:店長,2025/08/20 19:43:23,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,23,ドリンク,マッコリ,Yes,00000000157:ソウルマッコリ,420,1,0102:店長,2025/08/20 19:43:23,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,24,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 19:43:23,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,25,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0101:オーナー,2025/08/20 20:19:29,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,26,ドリンク,サワー,Yes,00000000114:シークワーサーサワー,450,1,0101:オーナー,2025/08/20 20:19:29,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,27,ドリンク,サワー,Yes,00000000116:梅干しサワー,450,1,0101:オーナー,2025/08/20 20:19:29,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,28,ドリンク,サワー,Yes,00000000113:レモンサワー,450,1,0101:オーナー,2025/08/20 21:12:59,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,29,ドリンク,サワー,Yes,00000000116:梅干しサワー,450,1,0101:オーナー,2025/08/20 21:12:59,, ,20:配膳済
No:202500100002780,水,2025/08/20 18:00:12,000000001:T1,4,17223,30,フード,サラダ,Yes,00000000427:エビとトマトのバジルソースパスタ,1280,1,0102:店長,2025/08/20 21:18:32,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:29:49,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:29:49,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,3,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,4,ドリンク,梅酒,Yes,00000000130:南高梅酒,450,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,5,フード,逸品料理,Yes,00000000207:揚げ出し豆腐,680,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,6,フード,焼き物,Yes,00000000194:イカの一夜干し,680,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,7,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,8,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,780,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,9,フード,サラダ,Yes,00000000460:タコとトマトの大葉マリネ,890,1,0102:店長,2025/08/20 18:33:09,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,10,フード,焼き物,Yes,00000000191:鶏ハツ,190,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,11,フード,焼き物,Yes,00000000191:鶏ハツ,190,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,12,フード,焼き物,Yes,00000000037:砂肝串,150,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,13,フード,焼き物,Yes,00000000037:砂肝串,150,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,14,フード,焼き物,Yes,00000000043:しいたけ串,150,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,15,フード,焼き物,Yes,00000000043:しいたけ串,150,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,16,フード,焼き物,Yes,00000000042:ししとう串,130,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,17,フード,焼き物,Yes,00000000042:ししとう串,130,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,18,フード,おつまみ,Yes,00000000022:タコわさび,450,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,19,フード,サラダ,Yes,00000000363:エビマヨ,880,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,20,ドリンク,日本酒,Yes,00000000124:八海山,780,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,21,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0102:店長,2025/08/20 19:11:58,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,22,ドリンク,ソフトドリンク,Yes,00000000165:ジャスミン茶,350,1,0102:店長,2025/08/20 20:36:15,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,23,フード,馬刺し,Yes,00000000082:赤身,880,1,0102:店長,2025/08/20 20:36:15,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,24,フード,食事,Yes,00000000070:お茶漬け(梅),530,1,0102:店長,2025/08/20 20:36:15,, ,20:配膳済
No:202500100002781,水,2025/08/20 18:29:49,000000012:T12,2,12203,25,フード,食事,Yes,00000000069:お茶漬け(鮭),530,1,0102:店長,2025/08/20 20:36:15,, ,20:配膳済
No:202500100002782,水,2025/08/20 18:43:42,000000016:T16,2,2429,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:43:42,, ,20:配膳済
No:202500100002782,水,2025/08/20 18:43:42,000000016:T16,2,2429,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:43:42,, ,20:配膳済
No:202500100002782,水,2025/08/20 18:43:42,000000016:T16,2,2429,3,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0102:店長,2025/08/20 18:46:40,, ,20:配膳済
No:202500100002782,水,2025/08/20 18:43:42,000000016:T16,2,2429,4,ドリンク,ジンソーダ,Yes,00000000110:翠ジンソーダ,450,1,0102:店長,2025/08/20 18:46:40,, ,20:配膳済
No:202500100002782,水,2025/08/20 18:43:42,000000016:T16,2,2429,5,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0102:店長,2025/08/20 18:46:40,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:54:27,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:54:27,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,3,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:54:27,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,4,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:54:27,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,5,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 18:54:27,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,6,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 18:56:13,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,7,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 18:56:13,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,8,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0102:店長,2025/08/20 18:56:13,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,9,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/20 18:56:13,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,10,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/20 18:56:13,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,11,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,12,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,13,フード,おつまみ,Yes,00000000023:梅水晶,450,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,14,フード,焼き物,Yes,00000000039:焼き鳥五点盛り合わせ,680,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,15,フード,焼き物,Yes,00000000039:焼き鳥五点盛り合わせ,680,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,16,フード,サラダ,Yes,00000000225:肉味噌ポテトサラダ,680,1,0101:オーナー,2025/08/20 19:00:22,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,17,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 19:12:15,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,18,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 19:12:15,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,19,ドリンク,お茶割,Yes,00000000120:黒ウーロンハイ,430,1,0101:オーナー,2025/08/20 19:19:40,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,20,フード,サラダ,Yes,00000000019:温玉入シーザーサラダ,680,1,0101:オーナー,2025/08/20 19:32:18,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,21,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0101:オーナー,2025/08/20 19:32:18,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,22,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0101:オーナー,2025/08/20 19:32:18,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,23,フード,逸品料理,Yes,00000000206:とんぺい焼き,780,1,0101:オーナー,2025/08/20 19:32:18,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,24,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0101:オーナー,2025/08/20 19:32:18,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,25,ドリンク,日本酒,Yes,00000000126:酔鯨,780,1,0101:オーナー,2025/08/20 19:38:51,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,26,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 19:55:40,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,27,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0101:オーナー,2025/08/20 20:07:38,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,28,ドリンク,日本酒,Yes,00000000124:八海山,780,1,0101:オーナー,2025/08/20 20:07:38,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,29,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 20:27:24,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,30,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0102:店長,2025/08/20 20:27:24,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,31,ドリンク,日本酒,Yes,00000000128:獺祭,780,1,0102:店長,2025/08/20 20:43:33,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,32,ドリンク,ソフトドリンク,Yes,00000000169:マンゴージュース,350,1,0102:店長,2025/08/20 20:43:33,, ,20:配膳済
No:202500100002783,水,2025/08/20 18:54:27,000000006:T6,5,18257,33,ドリンク,日本酒,Yes,00000000128:獺祭,780,1,0101:オーナー,2025/08/20 20:58:47,, ,20:配膳済
No:202500100002784,水,2025/08/20 18:58:15,000000003:T3,4,15200,1,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/20 18:58:15,, ,20:配膳済
No:202500100002784,水,2025/08/20 18:58:15,000000003:T3,4,15200,2,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/20 18:58:15,, ,20:配膳済
No:202500100002784,水,2025/08/20 18:58:15,000000003:T3,4,15200,3,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/20 18:58:15,, ,20:配膳済
No:202500100002784,水,2025/08/20 18:58:15,000000003:T3,4,15200,4,コース,コース,Yes,00000000408:3800円コース,3800,1,0101:オーナー,2025/08/20 18:58:15,, ,20:配膳済
No:202500100002785,水,2025/08/20 18:58:26,000000014:T14,5,29000,1,コース,コース,Yes,00000000240:5800コース,5800,1,0101:オーナー,2025/08/20 18:58:26,, ,20:配膳済
No:202500100002785,水,2025/08/20 18:58:26,000000014:T14,5,29000,2,コース,コース,Yes,00000000240:5800コース,5800,1,0101:オーナー,2025/08/20 18:58:26,, ,20:配膳済
No:202500100002785,水,2025/08/20 18:58:26,000000014:T14,5,29000,3,コース,コース,Yes,00000000240:5800コース,5800,1,0101:オーナー,2025/08/20 18:58:26,, ,20:配膳済
No:202500100002785,水,2025/08/20 18:58:26,000000014:T14,5,29000,4,コース,コース,Yes,00000000240:5800コース,5800,1,0101:オーナー,2025/08/20 18:58:26,, ,20:配膳済
No:202500100002785,水,2025/08/20 18:58:26,000000014:T14,5,29000,5,コース,コース,Yes,00000000240:5800コース,5800,1,0101:オーナー,2025/08/20 18:58:26,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,1,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 19:15:45,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,2,フード,お通し,Yes,00000000362:お通し,380,1,0102:店長,2025/08/20 19:15:45,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,3,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 19:16:49,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 19:16:49,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,5,フード,サラダ,Yes,00000000020:気まくれ海鮮サラダ,780,1,0101:オーナー,2025/08/20 19:16:49,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,6,フード,逸品料理,Yes,00000000208:手作り小籠包,630,1,0101:オーナー,2025/08/20 19:16:49,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,7,フード,焼き物,Yes,00000000192:焼鳥七点盛り合わせ,950,1,0101:オーナー,2025/08/20 19:17:47,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,8,フード,サラダ,Yes,00000000463:なすの南蛮漬け,590,1,0101:オーナー,2025/08/20 19:17:47,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,9,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0102:店長,2025/08/20 19:34:35,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,10,ドリンク,サワー,Yes,00000000114:シークワーサーサワー,450,1,0101:オーナー,2025/08/20 19:44:16,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,11,ドリンク,ハイボール,Yes,00000000103:ジムビームハイボール,480,1,0101:オーナー,2025/08/20 19:57:45,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,12,ドリンク,ワイン,Yes,00000000140:赤ワイングラス,400,1,0101:オーナー,2025/08/20 20:09:31,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,13,フード,サラダ,Yes,00000000444:エビとプチトマトのゴヒージョ,1080,1,0101:オーナー,2025/08/20 20:09:31,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,14,ドリンク,ワイン,Yes,00000000140:赤ワイングラス,400,1,0102:店長,2025/08/20 20:40:29,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,15,ドリンク,ハイボール,Yes,00000000103:ジムビームハイボール,480,1,0102:店長,2025/08/20 20:40:29,, ,20:配膳済
No:202500100002786,水,2025/08/20 19:15:45,000000005:T5,2,10567,16,フード,サラダ,Yes,00000000224:しらすのパスタ,1280,1,0102:店長,2025/08/20 20:46:19,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,1,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/20 19:29:12,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,2,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/20 19:29:12,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,3,フード,お通し,Yes,00000000362:お通し,380,1,0101:オーナー,2025/08/20 19:29:12,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,4,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 19:33:26,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,5,ドリンク,ビール,Yes,00000000097:生ビール,560,1,0101:オーナー,2025/08/20 19:33:26,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,6,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0101:オーナー,2025/08/20 19:33:26,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,7,フード,刺身,Yes,00000000436:桜ユッケ,780,1,0101:オーナー,2025/08/20 19:37:50,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,8,フード,逸品料理,Yes,00000000204:牛すじ煮込み,680,1,0102:店長,2025/08/20 19:40:03,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,9,フード,逸品料理,Yes,00000000423:蒸しエビ餃子,630,1,0102:店長,2025/08/20 19:40:03,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,10,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/20 20:10:21,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,11,フード,おつまみ,Yes,00000000022:タコわさび,450,1,0102:店長,2025/08/20 20:18:55,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,12,フード,逸品料理,Yes,00000000205:手作りジャンボ餃子,380,1,0102:店長,2025/08/20 20:18:55,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,13,フード,逸品料理,Yes,00000000206:とんぺい焼き,780,1,0102:店長,2025/08/20 20:18:55,, ,20:配膳済
No:202500100002787,水,2025/08/20 19:29:12,000000004:T4,3,12900,14,ドリンク,お茶割,Yes,00000000122:ジャスミンハイ,430,1,0102:店長,2025/08/20 20:18:55,, ,20:配膳済
