曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,221145.0,185526.25,35618.75,14,9.5,4.5,15796.07142857143,23325.625,-7529.553571428571,88023.81696428571,-88472.25446428571,-448.4375
火,142835.0,200211.25,-57376.25,11,11.75,-0.75,12985.0,20107.432005494506,-7122.432005494506,-12409.662002060439,-81017.6640625,-93427.32606456045
水,152260.0,186155.0,-33895.0,11,9.0,2.0,13841.818181818182,30139.642579642576,-16297.824397824394,43981.46076146076,-162978.24397824393,-118996.78321678317
木,171500.0,189762.5,-18262.5,9,12.25,-3.25,19055.555555555555,17601.210609243695,1454.3449463118595,-59567.24501779878,15452.415054563508,-44114.82996323527
金,166500.0,180168.75,-13668.75,8,11.75,-3.75,20812.5,16551.412298893916,4261.087701106084,-70057.3355604261,42078.24104842258,-27979.094512003525
土,181610.0,208340.0,-26730.0,5,11.5,-6.5,36322.0,19293.23717948718,17028.76282051282,-180749.52083333334,140487.29326923078,-40262.22756410256
日,121210.0,239573.75,-118363.75,4,13.25,-9.25,30302.5,20888.721590909092,9413.778409090908,-236759.39985795453,81193.83877840909,-155565.56107954544
