曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
火,228870.0,106407.5,122462.5,23,10.5,12.5,9950.869565217392,11396.508928571428,-1445.6393633540356,133421.11558618012,-24214.459336180094,109206.65625000003
水,23940.0,114753.33333333333,-90813.33333333333,3,11.666666666666666,-8.666666666666666,7980.0,9708.59649122807,-1728.5964912280706,-76650.58479532163,-12676.37426900585,-89326.95906432747
木,120930.0,140310.0,-19380.0,17,14.666666666666666,2.333333333333334,7113.529411764706,10897.847038019452,-3784.317626254746,21013.27252474819,-59918.36241570014,-38905.089890951946
金,192550.0,315250.0,-122700.0,15,28.0,-13.0,12836.666666666666,10958.29605373812,1878.3706129285456,-154667.2576826311,40384.96817796373,-114282.28950466738
土,29670.0,48633.333333333336,-18963.333333333336,4,6.333333333333333,-2.333333333333333,7417.5,7596.904761904762,-179.40476190476238,-17516.805555555555,-926.9246031746055,-18443.73015873016
