business_hour,account_total,customer_count,account_id,客単価,time_bucket
26,24600.0,2,1,12300.0,その他
27,188300.0,21,8,8966.666666666666,その他
28,362060.0,37,11,9785.405405405405,その他
29,21000.0,2,1,10500.0,その他
