取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260101195600000,2026/01/01,20:28:53,8140,8140,,,8140,,,,,,,,,,,,,,,,,,,,2,4,00:00:00,,,,,,,
RB0120260101195600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,チーズ盛り合わせ,2200,1
RB0120260101195600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260101195600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,柚子と旨味のセッションサワー,2200,1
RB0120260101195600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オリジナルカクテル,Arrow Head,2000,1
RB0120260101202141000,2026/01/01,21:01:38,8250,8250,,,8250,,,,,,,,,,,,,,,,,,,,2,4,00:00:00,,,,,,,
RB0120260101202141000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260101202141000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,柚子と旨味のセッションサワー,2200,1
RB0120260101202141000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
RB0120260101202141000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オリジナルカクテル,Arrow Head,2000,1
RB0120260101212605000,2026/01/01,22:04:39,6930,6930,,,6930,,,,,,,,,,,,,,,,,,,,2,4,00:00:00,,,,,,,
RB0120260101212605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260101212605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ノンアルコールカクテル,【AL】茉莉花Majorca,1700,1
RB0120260101212605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オリジナルカクテル,Tommy's Verde Margarita,1800,1
RB0120260101212605000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ワイン（グラス）,"サングリア白　1,800円",1800,1
RB0120260101214317000,2026/01/01,23:52:48,11550,11550,,,11550,,,,,,,,,,,,,,,,,,,,2,4,00:00:00,,,,,,,
RB0120260101214317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260101214317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ワイン（グラス）,デバルド・ビアンコ,1200,5
RB0120260101214317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,Japanese High Tea,1800,1
RB0120260101214317000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,Hojicha Negroni,1700,1
RB0120260102182442000,2026/01/02,19:12:51,8800,8800,,,8800,,,,,,,,,,,,,,,,,,,,2,6,00:00:00,,,,,,,
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,生ハム盛り,1600,1
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ノンアルコールカクテル,ヘーゼルナッツラテ,1300,1
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,ガーリックブロッコリー,800,1
RB0120260102182442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,パテドカンパーニュ,1000,1
RB0120260102175431000,2026/01/02,19:21:34,16500,16500,,,16500,,,,,,,,,,,,,,,,,,,,2,10,00:00:00,,,,,,,
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アラカルト,カルパッチョ,1700,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デザート,本日のデザート,1200,2
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ご飯もの,マルゲリータ,1800,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,バーニャカウダ,1000,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,ブルスケッタ,1000,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,パテドカンパーニュ,1000,1
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ソフトドリンク,コーラ,800,2
RB0120260102175431000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ワイン（グラス）,"サングリア赤　1,800円",1800,1
RB0120260102201407000,2026/01/02,22:08:10,8910,8910,,,8910,,,,,,,,,,,,,,,,,,,,1,3,00:00:00,,,,,,,
RB0120260102201407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,1
RB0120260102201407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,カクテル,クラシックカクテル,1400,4
RB0120260102201407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ウイスキー（ハイボール・ボトル・オリジナル）,BFAジェームズベイ,2000,1
RB0120260102231452000,2026/01/03,00:00:25,4510,4510,,,4510,,,,,,,,,,,,,,,,,,,,2,3,00:00:00,,,,,,,
RB0120260102231452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260102231452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビール,ガージェリー,1300,1
RB0120260102231452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オリジナルカクテル,Tommy's Verde Margarita,1800,1
RB0120260103180111000,2026/01/03,19:43:31,14410,14410,,,14410,,,,,,,,,,,,,,,,,,,,2,8,00:00:00,,,,,,,
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アラカルト,カルパッチョ,1700,1
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビール,ガージェリー,1300,2
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,Japanese High Tea,1800,1
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,Niu Japonica,1600,1
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ご飯もの,ラザニア,1600,1
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,本わさびジンソニック,1800,1
RB0120260103180111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,バーニャカウダ,1000,1
RB0120260103200445000,2026/01/03,21:18:14,13530,13530,,,13530,,,,,,,,,,,,,,,,,,,,3,7,00:00:00,,,,,,,
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,3
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,2
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アラカルト,唐揚げ,1300,1
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ノンアルコールカクテル,ピニャコラーダ,1800,1
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ノンアルコールカクテル,Kamille Bloom,1300,1
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,2
RB0120260103200445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,パテドカンパーニュ,1000,1
RB0120260103191329000,2026/01/03,21:56:36,18150,18150,,,18150,,,,,,,,,,,,,,,,,,,,2,9,00:00:00,,,,,,,
RB0120260103191329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,チーズ盛り合わせ,2200,1
RB0120260103191329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スナック,パプリカ詰めオリーブ,1000,1
RB0120260103191329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,tablecharge,500,2
RB0120260103191329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,3
RB0120260103191329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アラカルト,フレンチフライ,1000,1
